         35172065 function calls (35169339 primitive calls) in 23.064 CPU seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 numeric.py:2416(geterr)
        1    0.000    0.000    0.000    0.000 baseplatform.py:82(install)
        7    0.000    0.000    0.000    0.000 arrayhelpers.py:44(__init__)
        1    0.000    0.000    0.000    0.000 info.py:176(<module>)
        3    0.000    0.000    0.000    0.000 index_tricks.py:231(__init__)
        6    0.000    0.000    0.000    0.000 GL_2_1.py:6(_f)
        1    0.000    0.000    0.000    0.000 Queue.py:212(PriorityQueue)
        1    0.000    0.000    0.000    0.000 numbers.py:8(NumberHandler)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 pkg_resources.py:2497(DistInfoDistribution)
        4    0.000    0.000    0.000    0.000 __init__.py:1303(getEffectiveLevel)
        2    0.000    0.000    0.000    0.000 numeric.py:2320(seterr)
        3    0.000    0.000    0.001    0.000 logs.py:29(getException)
        4    0.000    0.000    0.000    0.000 transform_feedback3.py:6(_f)
        4    0.000    0.000    0.000    0.000 __init__.py:1118(info)
        4    0.000    0.000    0.000    0.000 texture_multisample.py:6(_f)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 sprite.py:284(AbstractGroup)
        1    0.000    0.000    0.000    0.000 polynomial.py:930(poly1d)
        3    0.000    0.000    0.001    0.000 traceback.py:74(format_tb)
        2    0.000    0.000    0.000    0.000 exceptional.py:70(glMap2)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1287(NullProvider)
        1    0.000    0.000    0.000    0.000 {math.exp}
        1    0.000    0.000    0.000    0.000 index_tricks.py:510(ndindex)
        5    0.000    0.000    0.000    0.000 ES2_compatibility.py:6(_f)
        2    0.000    0.000    0.000    0.000 wrapper.py:99(pyArgIndex)
        4    0.000    0.000    0.000    0.000 clear_buffer_object.py:6(_f)
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
        6    0.000    0.000    0.000    0.000 {pygame.mouse.get_pressed}
        1    0.000    0.000    0.000    0.000 {sys.getwindowsversion}
        4    0.000    0.000    0.000    0.000 framebuffer_no_attachments.py:6(_f)
        1    0.000    0.000    0.000    0.000 sprite.py:1223(GroupSingle)
        1    0.000    0.000    0.000    0.000 platform.py:365(_popen)
        1    0.000    0.000    0.000    0.000 quadrics.py:6(GLUQuadric)
        3    0.000    0.000    0.000    0.000 traceback.py:202(_format_final_exc_line)
        3    0.000    0.000    0.000    0.000 __init__.py:484(CFunctionType)
        5    0.000    0.000    0.000    0.000 GL_4_0.py:6(_f)
        1    0.000    0.000    0.000    0.000 urlparse.py:67(ResultMixin)
        1    0.000    0.000    0.000    0.000 core.py:5564(mvoid)
        1    0.000    0.000    0.000    0.000 collections.py:290(Counter)
        1    0.000    0.000    0.000    0.000 zipfile.py:456(ZipExtFile)
        2    0.000    0.000    0.000    0.000 blend_func_extended.py:6(_f)
        1    0.000    0.000    0.000    0.000 images.py:390(finalise)
        4    0.000    0.000    0.000    0.000 draw_elements_base_vertex.py:6(_f)
        1    0.000    0.000    0.000    0.000 arrayhelpers.py:32(AsArrayOfType)
        4    0.000    0.000    0.000    0.000 texture_storage_multisample.py:6(_f)
        4    0.000    0.000    0.000    0.000 vertex_array_object.py:6(_f)
        3    0.000    0.000    0.000    0.000 functools.py:39(wraps)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:706(Environment)
        2    0.000    0.000    0.000    0.000 threading.py:175(Condition)
        1    0.000    0.000    0.000    0.000 wrapper.py:39(Wrapper)
        1    0.000    0.000    0.000    0.000 ctypesparameters.py:25(CtypesParameterHandler)
        1    0.000    0.000    0.000    0.000 index_tricks.py:456(__init__)
        3    0.000    0.000    0.000    0.000 base_instance.py:6(_f)
        1    0.000    0.000    0.000    0.000 __init__.py:320(CDLL)
        1    0.000    0.000    0.000    0.000 getlimits.py:194(iinfo)
        2    0.000    0.000    0.000    0.000 os.py:442(__contains__)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:2083(EntryPoint)
        1    0.000    0.000    0.000    0.000 weakref.py:47(__init__)
        1    0.000    0.000    0.000    0.000 strings.py:13(StringHandler)
        2    0.000    0.000    0.000    0.000 pkg_resources.py:2001(yield_lines)
        4    0.000    0.000    0.000    0.000 stat.py:49(S_ISREG)
       32    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        2    0.000    0.000    0.000    0.000 exceptional.py:99(glMap1)
        1    0.000    0.000    0.000    0.000 _import_tools.py:8(PackageLoader)
        1    0.000    0.000    0.000    0.000 threading.py:375(set)
        1    0.000    0.000    0.000    0.000 core.py:5761(MaskedConstant)
        1    0.000    0.000    0.000    0.000 win32.py:15(_size)
        1    0.000    0.000    0.000    0.000 ctypespointers.py:10(CtypesPointerHandler)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:864(ResourceManager)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1314(get_metadata)
        1    0.000    0.000    0.000    0.000 arrayterator.py:21(Arrayterator)
        1    0.000    0.000    0.000    0.000 sprite.py:221(DirtySprite)
        1    0.000    0.000    0.000    0.000 numeric.py:2705(__enter__)
        1    0.000    0.000    0.000    0.000 __init__.py:975(Manager)
        4    0.000    0.000    0.000    0.000 GL_3_1.py:6(_f)
        5    0.000    0.000    0.000    0.000 threading.py:58(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:104(CFunctionType)
        1    0.000    0.000    0.000    0.000 _datasource.py:150(DataSource)
       20    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 sprite.py:948(LayeredDirty)
        5    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 _datasource.py:499(Repository)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:420(WorkingSet)
        1    0.000    0.000    0.000    0.000 difflib.py:46(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 {time.time}
        1    0.000    0.000    0.000    0.000 warnings.py:74(simplefilter)
        1    0.000    0.000    0.000    0.000 nones.py:18(NoneHandler)
        1    0.000    0.000    0.000    0.000 case.py:994(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:131(get_supported_platform)
        4    0.000    0.000    0.000    0.000 __init__.py:417(__init__)
        2    0.000    0.000    0.000    0.000 {math.log}
        1    0.000    0.000    0.000    0.000 utils.py:961(SafeEval)
        1    0.000    0.000    0.000    0.000 core.py:5767(__new__)
        1    0.000    0.000    0.000    0.000 suite.py:11(BaseTestSuite)
        2    0.000    0.000    0.000    0.000 multi_draw_indirect.py:6(_f)
        2    0.000    0.000    0.000    0.000 numeric.py:1617(set_string_function)
        2    0.000    0.000    0.000    0.000 shader_image_load_store.py:6(_f)
        1    0.000    0.000    0.000    0.000 arrayprint.py:715(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 core.py:1032(_DomainedBinaryOperation)
        3    0.000    0.000    0.000    0.000 timer_query.py:6(_f)
        2    0.000    0.000    0.000    0.000 utils.py:103(__init__)
        2    0.000    0.000    0.000    0.000 compute_shader.py:6(_f)
        1    0.000    0.000    0.000    0.000 difflib.py:1640(HtmlDiff)
        1    0.000    0.000    0.000    0.000 __init__.py:87(MissingModule)
        1    0.000    0.000    0.000    0.000 random.py:643(WichmannHill)
        1    0.000    0.000    0.000    0.000 numeric.py:2701(__init__)
       20    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 warnings.py:339(__enter__)
        1    0.000    0.000    0.000    0.000 sprite.py:106(Sprite)
        3    0.000    0.000    0.000    0.000 GL_3_2.py:6(_f)
        1    0.000    0.000    0.000    0.000 __init__.py:152(WorkerQueue)
        1    0.000    0.000    0.000    0.000 nosetester.py:88(NoseTester)
        1    0.000    0.000    0.000    0.000 warnings.py:355(__exit__)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1485(ZipProvider)
        1    0.000    0.000    0.000    0.000 random.py:90(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:434(__init__)
        4    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
        2    0.000    0.000    0.000    0.000 texture_buffer_range.py:6(_f)
        1    0.000    0.000    0.000    0.000 warnings.py:318(__init__)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        1    0.000    0.000    0.024    0.024 test.py:70(clear)
        1    0.000    0.000    0.000    0.000 cursors.py:32(<module>)
        1    0.000    0.000    0.000    0.000 {binascii.hexlify}
        1    0.000    0.000    0.000    0.000 threading.py:365(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1431(__init__)
        1    0.000    0.000    0.000    0.000 error.py:41(GLError)
        3    0.000    0.000    0.000    0.000 {sys.exc_info}
        1    0.000    0.000    0.000    0.000 numeric.py:2716(_setdef)
        1    0.000    0.000    0.000    0.000 random.py:793(SystemRandom)
        1    0.000    0.000    0.000    0.000 npyio.py:133(NpzFile)
        1    0.000    0.000    0.001    0.001 zipfile.py:397(_ZipDecrypter)
        1    0.000    0.000    0.000    0.000 threading.py:271(notify)
        1    0.000    0.000    0.000    0.000 converters.py:253(StringLengths)
        1    0.000    0.000    0.000    0.000 error.py:170(_ErrorChecker)
        1    0.000    0.000    0.000    0.000 latebind.py:17(setFinalCall)
        2    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 __init__.py:243(c_char_p)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:21(HandlerRegistry)
        1    0.000    0.000    0.000    0.000 core.py:2399(_arraymethod)
        2    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 test.py:37(Color)
        1    0.000    0.000    0.000    0.000 extras.py:1501(__init__)
        8    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 copy_buffer.py:6(_f)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:150(_ndptr)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:2649(Requirement)
        2    0.000    0.000    0.000    0.000 draw_indirect.py:6(_f)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        3    0.000    0.000    0.000    0.000 arrayhelpers.py:76(__init__)
        2    0.000    0.000    0.000    0.000 transform_feedback_instanced.py:6(_f)
        2    0.000    0.000    0.000    0.000 shader_objects.py:126(_afterCheck)
        1    0.000    0.000    0.000    0.000 threading.py:100(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:155(LineSplitter)
        4    0.000    0.000    0.000    0.000 arrayhelpers.py:63(__init__)
        1    0.000    0.000    0.000    0.000 function_base.py:1405(vectorize)
        1    0.000    0.000    0.000    0.000 shader_atomic_counters.py:6(_f)
        1    0.000    0.000    0.000    0.000 __init__.py:868(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:346(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:1358(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 threading.py:95(RLock)
        2    0.000    0.000    0.000    0.000 tessellation_shader.py:6(_f)
        1    0.000    0.000    0.000    0.000 plugins.py:32(PlatformPlugin)
        1    0.000    0.000    0.000    0.000 __init__.py:376(PyDLL)
        1    0.000    0.000    0.000    0.000 index_tricks.py:85(nd_grid)
        3    0.000    0.000    0.000    0.000 traceback.py:211(_some_str)
        1    0.000    0.000    0.000    0.000 arrayhelpers.py:52(AsArrayTyped)
        3    0.000    0.000    0.000    0.000 get_program_binary.py:6(_f)
        6    0.000    0.000    0.000    0.000 core.py:769(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:934(__init__)
        1    0.000    0.000    0.000    0.000 records.py:286(recarray)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 weakref.py:243(__init__)
        1    0.000    0.000    0.000    0.000 internalformat_query.py:6(_f)
        1    0.000    0.000    0.000    0.000 threading.py:178(_Condition)
        1    0.000    0.000    0.000    0.000 latebind.py:10(LateBind)
        1    0.000    0.000    0.000    0.000 threading.py:358(Event)
        1    0.000    0.000    0.000    0.000 arrayhelpers.py:69(AsArrayTypedSize)
        1    0.000    0.000    0.000    0.000 shader_storage_buffer_object.py:6(_f)
        1    0.000    0.000    0.000    0.000 converters.py:158(getPyArgsName)
        1    0.000    0.000    0.000    0.000 memmap.py:23(memmap)
        1    0.000    0.000    0.000    0.000 plugins.py:48(FormatHandler)
        1    0.000    0.000    0.000    0.000 _endian.py:22(_swapped_meta)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 baseplatform.py:10(_CheckContext)
        1    0.000    0.000    0.000    0.000 copy_image.py:6(_f)
        5    0.000    0.000    0.000    0.000 glget.py:157(addGLGetTexParameterConstant)
        1    0.000    0.000    0.000    0.000 UserDict.py:4(__init__)
        1    0.000    0.000    0.000    0.000 suite.py:73(TestSuite)
        1    0.000    0.000    0.000    0.000 core.py:5940(__init__)
        4    0.000    0.000    0.000    0.000 pkg_resources.py:1824(find_nothing)
        1    0.000    0.000    0.000    0.000 core.py:2469(MaskedIterator)
        1    0.000    0.000    0.000    0.000 getlimits.py:24(finfo)
        1    0.000    0.000    0.000    0.000 version.py:28(<module>)
        1    0.000    0.000    0.000    0.000 Queue.py:231(LifoQueue)
        2    0.000    0.000    0.000    0.000 GL_2_0.py:116(_afterCheck)
        1    0.000    0.000    0.000    0.000 __init__.py:1350(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:928(PlaceHolder)
        1    0.000    0.000    0.000    0.000 GL_3_3.py:6(_f)
        1    0.000    0.000    0.000    0.000 difflib.py:767(Differ)
        2    0.000    0.000    0.000    0.000 map_buffer_range.py:6(_f)
        1    0.000    0.000    0.000    0.000 _datasource.py:72(__init__)
        1    0.000    0.000    0.000    0.000 core.py:883(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:368(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 pprint.py:81(PrettyPrinter)
        1    0.000    0.000    0.024    0.024 test.py:64(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:159(py_object)
        1    0.000    0.000    0.000    0.000 numeric.py:2710(__exit__)
        1    0.000    0.000    0.000    0.000 records.py:85(format_parser)
        1    0.000    0.000    0.000    0.000 threading.py:289(notifyAll)
        4    0.000    0.000    0.000    0.000 core.py:2441(__get__)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1410(DefaultProvider)
        1    0.000    0.000    0.000    0.000 threading.py:98(_RLock)
        1    0.000    0.000    0.000    0.000 test.py:54(Cell)
        1    0.000    0.000    0.000    0.000 records.py:216(record)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:392(IResourceProvider)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        3    0.000    0.000    0.000    0.000 core.py:737(__init__)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:23(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5928(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:461(ndenumerate)
        2    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 provoking_vertex.py:6(_f)
        1    0.000    0.000    0.000    0.000 {pygame.time.get_ticks}
        1    0.000    0.000    0.000    0.000 _datasource.py:49(_FileOpeners)
        1    0.000    0.000    0.000    0.000 zipfile.py:248(ZipInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:416(LibraryLoader)
        1    0.000    0.000    0.000    0.000 _endian.py:45(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 texture_buffer_object.py:6(_f)
        1    0.000    0.000    0.000    0.000 threading.py:298(_Semaphore)
        1    0.000    0.000    0.000    0.000 baseplatform.py:336(_NullFunctionPointer)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1389(EggProvider)
        1    0.000    0.000    0.000    0.000 core.py:7187(_convert2ma)
        1    0.000    0.000    0.000    0.000 shutil.py:30(Error)
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 arrayprint.py:532(FloatFormat)
        1    0.000    0.000    0.000    0.000 __init__.py:275(c_wchar_p)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1438(EmptyProvider)
        1    0.000    0.000    0.000    0.000 _bytes.py:34(as_8_bit)
        1    0.000    0.000    0.000    0.000 converters.py:244(returnPyArgument)
        1    0.000    0.000    0.000    0.000 plugins.py:18(all)
        1    0.000    0.000    0.000    0.000 threading.py:780(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:740(_MainThread)
        1    0.000    0.000    0.000    0.000 logs.py:46(_LoggedFunction)
        1    0.000    0.000    0.000    0.000 __init__.py:226(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:385(WinDLL)
        1    0.000    0.000    0.000    0.000 converters.py:174(Output)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        8    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 texture_view.py:6(_f)
        2    0.000    0.000    0.000    0.000 index_tricks.py:627(__init__)
        1    0.000    0.000    0.000    0.000 numeric.py:2639(errstate)
        1    0.000    0.000    0.000    0.000 zipfile.py:1224(PyZipFile)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1645(FileMetadata)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:228(GLushortArray)
        1    0.000    0.000    0.000    0.000 __init__.py:490(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:230(LogRecord)
        1    0.000    0.000    0.000    0.000 core.py:2250(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 sprite.py:1302(collide_rect_ratio)
        1    0.000    0.000    0.000    0.000 __init__.py:238(c_char)
        1    0.000    0.000    0.000    0.000 internalformat_query2.py:6(_f)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:217(GLintArray)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:181(GLclampdArray)
        1    0.000    0.000    0.000    0.000 string.py:131(__init__)
        1    0.000    0.000    0.000    0.000 converters.py:235(returnCArgument)
        1    0.000    0.000    0.000    0.000 utils.py:1368(WarningMessage)
        1    0.000    0.000    0.000    0.000 arrayhelpers.py:136(storePointerType)
        1    0.000    0.000    0.000    0.000 __init__.py:233(c_byte)
        1    0.000    0.000    0.000    0.000 {_ctypes.byref}
        1    0.000    0.000    0.000    0.000 platform.py:973(_syscmd_file)
        3    0.000    0.000    0.000    0.000 _inspect.py:161(<lambda>)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:206(GLcharArray)
        1    0.000    0.000    0.000    0.000 __future__.py:74(_Feature)
        1    0.000    0.000    0.000    0.000 utils.py:1400(WarningManager)
        1    0.000    0.000    0.000    0.000 logs.py:61(_FullLoggedFunction)
        1    0.000    0.000    0.000    0.000 io.py:78(IOBase)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:212(GLshortArray)
        1    0.000    0.000    0.000    0.000 converters.py:211(SizedOutput)
        1    0.000    0.000    0.000    0.000 sprite.py:586(OrderedUpdates)
        1    0.000    0.000    0.000    0.000 error.py:20(NoContext)
        1    0.000    0.000    0.000    0.000 index_tricks.py:584(IndexExpression)
        2    0.000    0.000    0.000    0.000 utils.py:87(_set_function_name)
        1    0.000    0.000    0.000    0.000 __init__.py:394(HRESULT)
        1    0.000    0.000    0.000    0.000 __init__.py:980(__init__)
        1    0.000    0.000    0.000    0.000 core.py:729(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 latebind.py:47(Curry)
        6    0.000    0.000    0.000    0.000 {numpy.core.umath.geterrobj}
        1    0.000    0.000    0.000    0.000 index_tricks.py:213(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 arrayprint.py:658(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:222(GLubyteArray)
        1    0.000    0.000    0.000    0.000 threading.py:220(_is_owned)
        1    0.000    0.000    0.000    0.000 core.py:782(_DomainGreater)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:407(OleDLL)
        1    0.000    0.000    0.000    0.000 core.py:5871(_extrema_operation)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:243(GLuint64Array)
        1    0.000    0.000    0.000    0.000 utils.py:92(_Deprecate)
        1    0.000    0.000    0.000    0.000 threading.py:361(_Event)
        1    0.000    0.000    0.000    0.000 __init__.py:255(c_void_p)
        7    0.000    0.000    0.000    0.000 case.py:588(_deprecate)
        1    0.000    0.000    0.000    0.000 constant.py:35(NumericConstant)
        1    0.000    0.000    0.000    0.000 suite.py:237(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:390(__init__)
        1    0.000    0.000    0.000    0.000 <string>:8(__new__)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1716(ImpWrapper)
        1    0.000    0.000    0.000    0.000 case.py:94(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 images.py:385(ImageInputConverter)
        2    0.000    0.000    0.000    0.000 sre_parse.py:213(isdigit)
        1    0.000    0.000    0.000    0.000 __init__.py:569(Filterer)
        1    0.000    0.000    0.000    0.000 converters.py:6(Converter)
        1    0.000    0.000    0.000    0.000 __init__.py:801(StreamHandler)
        1    0.000    0.000    0.000    0.000 arrayprint.py:743(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 __init__.py:215(c_longlong)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 polyutils.py:48(RankWarning)
        1    0.000    0.000    0.000    0.000 _import_tools.py:336(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1446(__init__)
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 core.py:131(MaskError)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1675(PathMetadata)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:252(GLsizeiArray)
        1    0.000    0.000    0.000    0.000 logs.py:80(_ErrorLoggedFunction)
        1    0.000    0.000    0.000    0.000 case.py:30(_ExpectedFailure)
        1    0.000    0.000    0.000    0.000 constant.py:5(Constant)
        1    0.000    0.000    0.000    0.000 _iotools.py:445(ConverterLockError)
        1    0.000    0.000    0.000    0.000 io.py:84(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 io.py:81(RawIOBase)
        1    0.000    0.000    0.000    0.000 __init__.py:1628(NullHandler)
        1    0.000    0.000    0.000    0.000 arrayprint.py:688(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 numeric.py:49(ComplexWarning)
        1    0.000    0.000    0.000    0.000 images.py:436(CompressedImageConverter)
        2    0.000    0.000    0.000    0.000 core.py:796(__init__)
        1    0.000    0.000    0.000    0.000 error.py:157(GLUTError)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:256(GLvoidpArray)
        1    0.000    0.000    0.000    0.000 shutil.py:33(SpecialFileError)
        1    0.000    0.000    0.000    0.000 __init__.py:127(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1700(EggMetadata)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:14(DummyArray)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:848(ExtractionError)
        1    0.000    0.000    0.000    0.000 index_tricks.py:340(RClass)
        1    0.000    0.000    0.000    0.000 threading.py:346(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 polynomial.py:21(RankWarning)
        1    0.000    0.000    0.000    0.000 core.py:5982(_frommethod)
        1    0.000    0.000    0.000    0.000 urlparse.py:112(SplitResult)
        1    0.000    0.000    0.000    0.000 polyutils.py:69(PolyBase)
        1    0.000    0.000    0.000    0.000 _iotools.py:438(ConverterError)
        1    0.000    0.000    0.000    0.000 core.py:805(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 __init__.py:219(c_ulonglong)
        1    0.000    0.000    0.000    0.000 arrayprint.py:699(ComplexFormat)
        1    0.000    0.000    0.000    0.000 error.py:18(Error)
        1    0.000    0.000    0.000    0.000 constants.py:106(_GLsync)
        1    0.000    0.000    0.000    0.000 extras.py:224(_fromnxfunction)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:1794(register_finder)
        1    0.000    0.000    0.000    0.000 converters.py:87(ReturnValues)
        1    0.000    0.000    0.000    0.000 io.py:87(TextIOBase)
        1    0.000    0.000    0.000    0.000 _iotools.py:452(ConversionWarning)
        1    0.000    0.000    0.000    0.000 core.py:128(MAError)
        1    0.000    0.000    0.000    0.000 threading.py:56(_Verbose)
        1    0.000    0.000    0.000    0.000 converters.py:135(DefaultCConverter)
        1    0.000    0.000    0.000    0.000 index_tricks.py:439(CClass)
        1    0.000    0.000    0.000    0.000 core.py:751(_DomainTan)
        5    0.000    0.000    0.000    0.000 lists.py:18(err_on_copy)
        1    0.000    0.000    0.000    0.000 baseplatform.py:388(_DeprecatedFunctionPointer)
        1    0.000    0.000    0.000    0.000 sprite.py:531(Group)
        1    0.000    0.000    0.000    0.000 __init__.py:210(FuncResult)
        1    0.000    0.000    0.000    0.000 __init__.py:532(Filter)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:868(__init__)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 extensions.py:159(_Alternate)
        1    0.000    0.000    0.000    0.000 threading.py:509(_set_ident)
        1    0.000    0.000    0.000    0.000 zipfile.py:19(BadZipfile)
        1    0.000    0.000    0.000    0.000 threading.py:711(_Timer)
        1    0.000    0.000    0.000    0.000 sprite.py:1392(collide_circle_ratio)
        1    0.000    0.000    0.000    0.000 numerictypes.py:772(_typedict)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:238(GLint64Array)
        1    0.000    0.000    0.000    0.000 converters.py:70(CConverter)
        1    0.000    0.000    0.000    0.000 urlparse.py:120(ParseResult)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:195(ResolutionError)
        1    0.000    0.000    0.000    0.000 __init__.py:24(GLUnurbs)
        1    0.000    0.000    0.000    0.000 case.py:41(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 suite.py:284(_DebugResult)
        1    0.000    0.000    0.000    0.000 constant.py:54(StringConstant)
        1    0.000    0.000    0.000    0.000 _inspect.py:162(<lambda>)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:201(GLbyteArray)
        1    0.000    0.000    0.000    0.000 Queue.py:17(Full)
        1    0.000    0.000    0.000    0.000 sprite.py:557(RenderUpdates)
        3    0.000    0.000    0.000    0.000 pkg_resources.py:217(register_loader_type)
        1    0.000    0.000    0.000    0.000 constant.py:46(IntConstant)
        1    0.000    0.000    0.000    0.000 error.py:38(NullFunctionError)
        1    0.000    0.000    0.000    0.000 __init__.py:260(c_bool)
        1    0.000    0.000    0.000    0.000 error.py:28(CopyError)
        1    0.000    0.000    0.000    0.000 {math.sqrt}
        1    0.000    0.000    0.000    0.000 Queue.py:13(Empty)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:186(GLclampfArray)
        1    0.000    0.000    0.000    0.000 constants.py:139(_cl_context)
        1    0.000    0.000    0.000    0.000 npyio.py:90(BagObj)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:206(UnknownExtra)
